P	Dios guarda para mi lo mejor por que mi fe en el siempre perdurara por la eternidad. Quien busca encuentra y no se conforma con poco.
NEU	Si tu día esta amargo "pues dale una movida" aveces el azúcar esta en el fondo.
NEU	Mi celular él táctil esta roto ,entonces después de las clases lo voy a llevar a arreglar Así que pronto podre m…
P	Chema en esas y todos en la oficina deseando que vuelva a la oficina y a dirigir la empresa mejor...
N	Tengo las patitas frías cuando nos pensás visitar verano??
P	Lo bueno de salir temprano es que puedo almorzar en mi casa, o sea, comida de verdad
N	@eliana_gab Lunes: Muerta estudiando Fisiología Animal (como ahorita) Puedo sábado o domingo ¿Pa' qué le soy buena?
P	@jeansuarez33 tenemos que disfrutar hoy es rl ultimo dia de cel
P	Y en nada estará disponible vía #soundcloud mi nueva sesión con el mejor house y un rollazo flipante 
NEU	No vayan por la Av Brasil está cerrada y no le echen la culpa a PPK, el quiso que se haga en el central Park el desfile
NEU	Ahora tengo que dormir llena de repelente
P	mañana tengo el día libre y no tengo nada más que hacer que dormir
N	@wikkedchild lo veo más que jodido, pero la esperanza nunca se pierde. 
P	@MauHCorona #EsTiempoDe pensar las cosas buenas
P	@susanagkp @gracesusan1958 @maqui13 si es así esta perdonada !
P	@ReQueFer una de las que tiene mejores indicadoras, pero que es totalmente privada. Y no abramos esa puerta sin debate previo 
P	"Uno muere con esos labios y esa mirada que tienes estando tan cerca eh 🙈☺️" "Ummm y dándote besos" me dice, PERO A VER 
N	@AndreaLuzuriaga me rompisteS el corazón! es una discusión ardua la del horario; no podés acomodar para entrar a las 11 algunos días?
P	VALE YA FUNCIONA ALELUYA he tenido que cambiar el boton de la palanza derecha, por el de la izquierda q estaba roto 
N	@diebamu y por supuesto los bloquee
NEU	@titabobra Si llegamos , únicamente pedimos un poquito más de tiempo de lo normal y los tel: 2225-3080 / 8827-1559 .
P	estoy viendo The Princess's Man, es uno de los pocos doramas que me ha dejado enganchada con la historia
NEU	@golden254 @yapeze Jajaja! Sí, leí! Creo que por acá no los tendremos hasta el 2018, por lo menos.
N	Quien me ha llamado fea 
NEU	Maes, la vida es una mierda: estén felices o no. Mejor sonrían y aprovechen el tiempo. Estar amargado no la va a hacer menos mierda.
N	Hoy todos en la oficina se han burlado porque le he pedido a mi amigos secreto #PokemonMoon, me siento "buliado"
NEU	— ¿Nivel de inglés? — Alto. — Traduzca juguete. — Toy. — Úselo en una oración. — Toy triste. — Awww, vengache pa' acá. —
N	@SergioSmiles Mirate D gray-man desde cero puta 
NEU	@BrunaSosa7 @JuaneMartinez17 Ayyy vidaaa. Bueno te dejo juane ya no da para mas. Fue lindo mientras duró
N	me siento una esclava hebrea siempre sufriendo
N	@reyminguela20 la próxima vez que vaya a Madrid no estarás en mis planes. Maldita 
P	¡Un día nublado no tiene que ser un mal día! 
N	@aitor48 Prohibirlo, no. Se pueden hacer campañas, pedagogía... y no aplaudir como están haciendo muchas pseudo-feministas  @ladypalo
NEU	Otra cosa no me quedará clara hoy,  pero con el Tiranosaurio Rex,  si tú no te mueves no te puede ver  @DinopolisTeruel
NEU	Estoy en esa delgada línea entre jugar un duelo de cartas Yu gi oh en playstation o planchar mi ropa de mañana
P	@CoupleLuxury no las des preciosa 
N	@dalasito2003 pero estaba en youtube igual twitch se me tranca todo
N	Que dizque el debut de CM Punk en la UFC fue tan corto que puede entrar en un vídeo de Instagram. @Sweats_me debe estar muy triste. 
N	Ya a saber cuando vuelves a hacer un #FollowExpress  lloro @BlasAuryn
NEU	Me gustaría pensar que me están haciendo un bluffing, de esos que yo haría. Pero algo me dice que no es así
NEU	Tu conectado y yo ni te comento porque se que no te aparezco y no lo veras @AbrahamMateoMus
P	@Maryansoy para el frio la solucion es hacer lo que dice esta frase "sabado sabadete camisa nueva y ...." 
P	@LukasAmico @frankpornolover jaja, no lo se pero como no vivo de eso, tengo el privilegio de decir lo que opinio  A ver si nos vemos !!!
P	Bueno me fui a dormir que mañana tengo que pilotar la nave otra vez, saludos, que tengan una linda noche
N	Estos días me encuentro muy débil... espero que se me pase pronto!!! 
NEU	Al final el vídeo lo subo mañana, que acabo de llegar a casa. 
P	#Guerrero es, de leeejos, la mejor película comercial que ha lanzado @Tondero hasta hoy. Lo cual no será decir mucho, pero es lo que es
N	Cálmala pinche Jesús, si me quiero morir y todo pero no de esta forma tan culera, que me atropelle un carro mejor.
NEU	@elhigadodmarita Feliz Navidad Marita... Un fuerte abrazo
N	@Jordicanal64 Pues si no fichan "lo que sea" además de un ridículo espantoso igual QSF nos deja plantados...esperemos que no   
NEU	Como lidiar con un @#&amp;@%#&amp;-@gerente ....aguanta niña sólo 6semanas +
NEU	@_mariajosee_ Hola, te pedimos disculpas! Por favor envianos tu mail de usuario por MD para que verifiquemos qué sucedió. Saludos.
N	@welcometofridda jajajaja ya en serio me haces falta
P	@josciv por eso es importante escucharlo
NEU	@pablocardozo_uy bueno, no lo conozco, me emocionó si, y en todos lados está lleno de hijos de puta que a veces hablan bien
P	@ilejarza ¡Es el mejor! Espero con emoción ese disco nuevo y deseo tener tiempo para digerir toda la discografía antes de morir.
N	Ya me quedé sin wifi y qué flojera levantarme a encenderlo de nuevo mi mamá que no me quiere ;_;
P	Nos separan mas de 9KM y quieres JAJAJAJAJAJAJAJAJAJAJAJAJAJA Te juro que eres muy chistos@
P	Tener grandes eectativas a futuro, eso es vida
P	@FChavezCabrera Lo leí y pensé en ti Quisiera ser una hormiguita y trepar por tu balcón para decirte al oído:guapo,bonito y bombón.
NEU	Ya ni voy a hacer bromas weon porque si yo hubiese leído eso durante la salida de Zayn me hubiese empezado llorado y todo que triste
P	@degeronimi @mercadopago muy bueno felicitaciones!! Se necesitaba
P	De nuevo quiero dedicarme solo a ser groomer y pasear perros. No saben la felicidad que me trae.
NEU	@MarioEM_95 aún le queda un poquillo, pero por supuesto. Aunque tengo lista de rivales pendientes 
N	Yo quería que Callie y Wyatt siguiesen juntos 
N	@moboza pavas igual y no nos.dejaron irnos a la casa
NEU	@JJSanchezB Tenemos la Pre inauguración de la e de #Barbie el viernes 6 de enero, y el sábado 7 de enero sería día normal
P	Agustín marco mi vida, la cambio por completo y eso no me lo voy a olvidar nunca, GRACIAS
NEU	@LuisRonaldMesen @amy_arom es simple! Mejor no arriesgarse, el q la consuma q la disfrute, yo mejor paso y ya
N	Silvia pesada deja de dar rt que me sale doble notificación 
N	Bel para con el porno 
P	El día 2 tengo los exámenes, suena lejano pero es la semana que viene jajaxd 
N	Estoy muy triste porque antes me llenaba con 2 pedazos de pizza y ahora con uno
N	Tan triste mi vida que me hablan en Snapchat solo para decirme que mis animales son lindos
NEU	@cyberplant no es esa. Pero ves? el pin más común es un montón de tiempo para un café.
P	@PaddockGPWorld @miquelliso ¡Permiso ninguno, por favor! La foto es de Miquel, y yo encantado de poder verla en mi timeline 
NEU	#MiCabalaEs la de mi hno siempre fue correr la primer ola del año para pedirle a Lemanjá olas todo el año
P	@ChicadeHumo7 , no hay que sentirse mal por ya no querer creo que es bueno saber lo que uno quiere y lo que no
NEU	Misión cumplida del fin de semana, fastidiar a Mario, en broma verdad, hola feo
N	que contracturado tengo el cuello
NEU	#PapáNoelYoQuiero que regrese, pasar los ciclos, y lo más importante, dinero pls ya mucho me enseñas la humildad
NEU	@CarolinaFTAM jo,es que es mortal 
P	@uiGitsu siempre se aprende algo nuevo
N	@Mausaga vieras dolor jure nunca más volver a ese lugar, queda en PZ para los interesados
P	@AnimeMariana jajaa Pos yo igual queria verte cantar!!! :'''v Hubiera estado lindo. Pero pos creo que lo de 50 cosas seria algo genial
N	@NekoJitaBlog Yo por un bolillo con mayonesa, huevo, frijoles y mucho chile... Ahhhh... es un antojo muy malo...lo sé...
P	Ayer mi profe me ubicó y fue genial hablar de tantos proyectos, en verdad de la nada nos encontramos con personas que nos motivan
NEU	@dianaapii Escuchate esto.... SEMIOTICA *suena música de iglesia*
NEU	Hasta lo peor de mi, quiere lo mejor para ti
NEU	@przuppo @lolap245 me quedo con lo primer "un pensamiento en un clic" 
N	No es bonito estar sin celular
NEU	#ParaElProximoAñoPrometo ser consecuente con la dieta y el treno @Sr_Pelaez @Studio92 @joannabolona
NEU	Mis amigas me preguntaban ¿que te pasa? Y yo les decía estoy re dormida ,SIN DUDAS NECESITABA UN DESPERTADOR
NEU	Vamos a pasar año nuevo a la playa No? Bueno
P	Me sorprende ver cómo mejoras cada día, pero más que nada me llena de felicidad... Tranquilidad Ya iré a verte lo más pronto posible.
P	#fiestazomegastar ¿ Qué piensas de que muchisimas abrahamers uruguayas viajan a Argentina para verte brillar ? ..... Uruguay te ama
NEU	Lo unico Navideño que hay en mi casa son las luces del módem
NEU	@elsamariadelca1 ESCRITO de él para estos días 2Tes:2:9)con GRAN PODER y señales y prodicios mentirosos( ILISIONES fornicarias Ap:18
N	@MiBiciPublica Hola! la estación GDL - 111 tiene 2 puertos que no sirven, y los demás siempre están llenos a esta hora.
N	El tipo al que reemplazo se fue dejando todo el área lleno de problemas, encima llamo y apaga el celular
NEU	@gaston_acurio 'Francamente' QUÉ?... Vamos, no a todos (ni todo el tiempo) nos tiene que parecer perfecto cada cosa que Ud. hace o dice.
NEU	Tengo conocidos y familiares que votaron por #Keiko, pero en estos 5 meses la mayoría siente que cometió un error, lo cual me alegra
N	Regalo hermano menor tiene 16 está en plena adolescencia y es insoportable, el que lo acepte lo invito a comer
P	@doriamdiaz El de Halfon de Germinal se ve mortal. Y los de Mary Jo Bang se fueron volando, pero todavía quedan. En Duluoz hay de Salcedo
P	Acabo de ver a Aldo en Plaza. Que churro es ese chico. Es lo único que voy a extrañar del trabajo
NEU	Dar gracias y reconocer todo lo que tenemos es el primer paso para tener una vida de plenitud y llena de felicidad. Todo lo demás llegará
N	mis dias ya eran reeee aburridos, imaginate ahora sin celular
N	Rt por mi mama q me manda a comprar leche la muy desgraciada jajaj y estoy en él cuarto piso #VideoMTV2016 Abraham Mateo
N	Aveces twitter o insta bajan la calidad y se ven feos ,los edits
P	duermo como los mejores hoy mañana juega el bolso , me falta ella nomas
NEU	De mañana hasta el miércoles estaré de campamento, así que perdón si no respondo el MD, estoy inactiva, etc. Es que no dejan llevar compu
NEU	Mi vida cada día esta mejor, para mi gusto pero para molestia de muchos, lastima xq no debería molestarte lo que a otros los hace feliz
N	Quería un juguito y no puedo por el colorante
N	hoy me han traído a mi perra después de seis días sin verla y está to nerviosa y más delgada 
NEU	A veces me gustaría que a novia le gustara Disney tanto como a mi. Salen nuevas pelis o avances y necesito fangirlear
NEU	@richie2492 jajaja claro como olvidarlo!ay ya quisiera pero llego a mi casa a las 10 11pm por mis clases y no puedo ni siquiera ver nada
P	@dinomamut_ Buenos días! Ojalá extras todos los meses, sí 
N	@MeLlamoSara @bichoclarke @gabmmd los de cuero,papel y tijera. Que tenía uno visto desde hace dos semanas y le subieron el precio
NEU	@FolagoR no la estoy pasando bien... Tus vídeos me harán sentir mejor.... Trata de hacer más fail please
NEU	Oye si sobretodo eso de trabajar duro! 2017 se viene con grandes cosas! Porque siempre…
P	Mi Jefazo hermoso @AlejandroSanz #DejaQueTeBese en @Fansdelaradio @CarlosJRubiofm @madshila @PaolaMattos11 #FanaticaSiempre @soleyvelez
P	me siento orgullosa de ser tu fan @selenagomez desde hace muchos años ...ese speach lo dijo todo te sigo admirando
N	Amigos la depilación con hilo DUELE COMO MIERDA, soy demasiado marica para esas cosas de mujeres
NEU	@konemak Hay películas que por acuerdos de sus distribuidoras, es de la única manera en pueden estar dentro del catálogo
N	¿Algún día seré feliz por tener tu follow? @BlasAuryn 
N	Estaba contando que mi mamá tiene como 9 grupos de WA y yo sólo tengo el de mi salón que está silenciado por un año
NEU	En el mismo lugar, con distinta gente
P	@cuervotinelli @elchatoprada @hoppefede Recién llegue del gym VOLANDO !! , así los veo , duchaso y toy listo  !!
N	lo único que no me gusta de twitter es que no hay espacio suficiente para poner los créditos de las fotos y encima decir algo 
NEU	@MarinayTal Te pico mucho. Eres muy graciosa. Me río con tus chistes de kk. Me odias porque no me gusta Suicide Silence 
NEU	@MitsukiAuri Estoy en semana de examenes asi que somos dos
N	@ConsueCaballer jajajajaja pues que se vuelva loco conmigo leches... llevo dias petándolo y nada... 
P	Lo bueno de vivir con dos hombres es que el acondicionador dura mucho mas
P	Que rica siestesita me aventé hasta pensé que ya era de mañana porque me levanto la alarma
N	@zeroanima Esto me hizo feliz pero aun mas triste por no poder teletrabajar
NEU	Si solo votaran los #millenials, no habría #Brexit, Rajoy no hubiese sido reelecto, y se habría firmado el Acuerdo de Paz en Colombia.
P	@Juanjo90 @CataSolis20 Eso Juan, lleguenle, va a estar divertido. Mucho gusto Cata
NEU	@bravephtp El cadáver de la novia, y si es nueva... Pasajeros
N	Mi mamá sólo decirme que estoy gorda
NEU	Todo mi inicio es hablando de Animales Fantásticos
N	A todos los artistas de tumblr les llegan preguntas o cumplidos sobre su arte y a mi me preguntan si soy lesbiana ... fucking great.
N	@silviauc_cr charita que ya no canto igual
NEU	Yo quiero una familia así #ModernFamily
NEU	Así leyendo entre líneas y el discurso de @sanchezcastejon igual vota que no a Rajoy. #InvestiduraOndaCero 
P	#FelizMiercoles Mis Chamacos Queridos Dios me los bendiga y me los llene de todo su amor los quiero Besitos
N	#MePasóPorPavazo @MananaMaldita Amigo que guapo eres, mi amiga y yo queremos hacer un trio, y yo todo ganador, Me pepearon @Marcuilas
N	New Balance podría dejar de ser el patrocinador de la Sele o sea, camisetas feas otra vez
P	@flor93_ Buenooo, feliz cumple querida!! Muchos zombies para usted
NEU	@underpoch @10_nov @nuligesta @LuJVS La rubia es una vieja teñida, farandulera pero tiene la tarasca
NEU	Parafraseando a Salomó Es mejor perder a tu hijo a que lo partan por la mitad 
N	Que horrible sensación cuando se te atasca una pastilla en la garganta #Meduele.
P	Nunca me he ganado nada con @PizzaHutCRC y que chuzo sería probar la nueva pizza esta tarde liberiana está como para la Crown Pizza
P	En segundo dia de Servicio #FelizMartes
N	No es posible que justo hoy me sienta enferma.
P	Como no va a ser esencial lo bonito de la vida, su bella amistad.
P	Mi último tweet del año. 2017 va a ser un año muy perro en muchos ámbitos. Pero puedo con él, va a traer muchas cosas buenas
N	@tsaitami Descubrir qué somos está pichudo, diría el patán
P	Al fin se inauguró el nuevo estacionamiento del parque Kennedy! Y será gratis hasta fin de año, habrá que ir a probarlo con la bici
P	Soy a tus pies Mariano Rajoy Brey @marianorajoy,en francia no hay otros partidarios que yo aunque no tengo mi tarjeta del PP  Viva Espana!
N	He probado una nueva espuma para el pelo y sí que lo deja más rizado pero se queda como efecto gomina y no me gusta. 
NEU	@HelpDmsOfIdois uno con tyler posey porfavor
P	Cansado es poco. Pero saber que hoy se ayudó en algo me hace feliz.
N	Estoy demasiado perdida con todas las colaboraciones de los chicos en los eventos de año nuevo
NEU	@elinvisiblesoyo jajaja aquí la confianza virtual
N	¡¡No a las agresiones sexistas durante y después de las Fiestas!!  #Sangüesa
N	Contestame cuando te pinte total
NEU	@ceciliarvl Fue una vil trampa
NEU	@Agronegocios_Uy paisajes lunares o marcianos rumbo a #Flores #Trinidad desde #Soriano por la #Ruta14. No se de que nos quejamos
N	que te echo de menos cosa chicaa! https://t.co/9QIk0GIVzO
P	Acampar es de mis actividades más favoritas del mundo mundial
N	@ClaudiaPiqueras hoy te he visto (y tu a mi) y no me has saludado, mala gente  (no te dije nada porque ibas acompañada)
N	Me siento triste y solo
N	@LonelySoad mientras que no te pillen la primera semana que es cuando tienes la nariz como un payaso 
P	¡¡EL PUEBLO MÁS BONITO DE ESPAÑA 2016!! Enhorabuena @viniegradeabajo Sólo Rioja, sólo bueno
P	@yolanday_y @el_pais Tras 72.000 años de viaje, conformate con que haya moléculas de Potasio y estén buenas 
NEU	@m_elinna jajajaja yo pensé que había captado la indirecta pero si, está vacilon el avatar
N	A la verga 2016! Me trajiste mucha tristeza pero espero el 2017 sea de lo mejor, a darle pa adelante q para atrás ya dolió bastante
NEU	Empezó el tercer y último turno que acaba mańana a las 7 am. El ambiente está más caliente que semanás atrás. Bueno, es la primavera!
P	Por la mañana hazme saber de tu gran amor, porque en ti he puesto mi confianza. Salmos 143:8 Buen día a todos
NEU	No Dennis, no puedes cometer los mismo errores, es hora de cambiar y cometer nuevos errores
NEU	@discolocontilde oye pero es carbohidrato
P	@Dianybony jajajaja claro que no amor!! te amo mucho, ya te estoy esperando en el aeropuerto!!!! Ya sal, que te quiero veeeer!!
P	@cuervotinelli Me desperté medio mimoso porque soñé con vos !!, hasta cuándo duermo no te salís de mi cabeza ...
N	@deprotti la ex novia de 30 vrs Sabina para finalmente aceptar que estas viejo
NEU	@qtf Yo no opino lo mismo... escribe muy similar a mi hijo de 9 años... ya tiene firma!!
N	Extraño tanto a mi Bro Ale!Las salidas,los consejos,las jodas con la peña! Todo me hace tremenda falta!
P	Es bonito tener orden en la vida; solamente hay que aprender y acostumbrarse a poner las cosas y a las personas en su lugar
N	@MeDicenLoya neta no pensaste en mi? Cortalas
NEU	Senasa NECESITA casas cuna, apúntense no hay suficiente presupuesto para todos los animalito afectados
P	@JuakyB me quedo tranquilo entonces, pero iré mirando la opción del coche 
P	@Adri_tranqui si ? jaja muy bueno ! miré mucha tele y me vi muchas series las veíamos con mi viejo aún lo hacemos de vez en cuando
N	#Fiebre #dolorentodoelcuerpo... con #hijobello de enfermero e #hijospeludos
N	@judithgoan porque por no cargarlo con un cable oficial me he cargado la bat y el nuevo que me llega mañana es de sony 
NEU	@TheCR_MAN ¿Se refieren a cierto ínclito lanudo, no? Digo para poner a enfriar las mías.
NEU	Todos vamos a ser puteados mañana, bonita Navidad eh #despedidos
N	Para que me robaran 4 millones de pesos como en la casa de Andrés García me tendrían que robar la casa con todo y casa y ni así
N	@Mariazelzel Tengo un mal presentimiento, Ojalá me equivoque, pero el equipo se debilitó.
N	Mi lechuza tan retrasada por la distancia y ahora con el muro se va a estrellar con todo y mi carta a Hogwarts
P	feliz por tener conmigo a mi hermosa familia que dios me los cuide y bendiga siempre #seguimosconfuerza
P	@vanessasaba75 buen duo con Manolo B. En cuatro linda cancion. . como tantas de mar de copas q estan en el soundtrack de mi vida.
P	@szerenata toda la suerte del mundo en tu nuevo proyecto /espacio / hora . Te quiero mucho amiga mía . #mty #orgullo
P	@Juan_S_Alba Lo sé Pero pues bueno Lo que importa es que ya me dicen "SUEGRA" jajajajajajaj
P	@iMCZC Ay, no me diga eso, todo es posible aún.
NEU	@dimar1712 tan linda Diana, muchas gracias vamos a ver cómo me acomodo ahora con trabajo nuevo, cuesta un montón yo te apoyo desde acá!
P	@kioskoAMM @gloris72 @olivares1965 @Tomasimedia @madeinLeon Gracias pero los importantes sois vosotros.  Los mediadores.  Sois muy buenos 
N	- ¿Qué me estás arrimando? - Algo que te gusta mucho y está en mi entrepierna. - Amor, guarda ese pepino, tú pene no es tan grande. - Ay
NEU	necesito un hotel barato en trujillo
NEU	@MartinParedes90 No hay necesidad. Hay un par de trucos que te permiten verlos. Claro q para eso te tiene q interesar @mister__lemon
P	"Ay pues yo le di unf a Machi porque hablaba más de Tokio Hotel que de ytbers" Me alegro de tener un seguidor sin cerebro menos 
NEU	Quiero amigos que le gusten mis gustos musicales, ya tengo pero viven largo
P	Primer día de la operación bikini 2017 superado.. I can!  #altafitdonosti #objetivospartan2017
N	Mi drama es que ahora me sale primero @taracanto en vez de @/BlasCanto y me confundo bc costumbre de dar al primer user 
P	buenos billete pa cuba comprado, ahora a hacer mas dieta porque se ha deretido la tarjeta 
P	Soñé que tenía una banda de Rock céltico.
NEU	@leifermendez En breve te contestaremos desde #FreelaOnline
NEU	Noche de pisco sour + películas con mi flaco
P	Fue un buen momento en familia
P	@ceciliablume @fzavalal SÍ, me gusta, qué creativo!. Aquí otros aportes: CabildeaPE, DesregulaPE, SinconsultaPE... Seamos integrales PE !
P	@cuervotinelli Que descanses !!, Tqm ..., re lindo el programa de hoy @elchatoprada @hoppefede  !!
N	@bensonsenora El anuncio es cutre, cutre. Joseba quien es? 
P	#FelizDOMINGO que la paz de dios llene tu vida en este bello día #bendiciones para todos
NEU	@Joustinrs asi es la vida del adulto hermanito buenas vibras
N	Hola, me molaría hcerme un cambio drástico con mi pelo, lo que pasa es que no se hacerme lo que quiero y tengo que pedir ayuda 
P	@Tidxs_ 2. Hace mucho tiempo hablabamos por skype por un amigo en común y estaba guay, además de que eres muy mona! 
NEU	Por cierto @AdvyStyles podria hablar contigo por md? Gracias 
NEU	Para qué hablan de clandestino
N	severus snape -pobresito -nunca le odié, me parecía muy estricto e injusto pero sabía que algo pasaba...
NEU	@GroseroKesman @perezfedullo seguramente nacional se dejó ganar por que el q tenía que festejar era fénix ! por lo menos así lo veo yo !
NEU	@Tribuna_I Apenas inició el torneo y ya están diciendo si YA VA LA BUENA para @Chivas Hay equipos mejores que el Rebaño
N	@MonteroEnzo1899 hola soy joaquin y tengo aire, arre q no me anda
NEU	en serio, tenéis que verosla ya 
P	@Starbucks_cr Hola, quería agradecer al personal del Starbucks de La Sabana por guardar mi cartera olvidada Son los mejores, saludos
N	@KoenmaJr20 probando nuevos Morning show! @ExaFM me aburre ya! Se ha vuelto demasiado tonto el programa! Extraño a @Cecidelacueva
N	@PPTeamLesslie me pone taan triste q no puedan venir a uruguay o no quieran y no hagan un show asi ojala vengan y hagan algo como en arg
P	Mami va a bajar la velocidad del internet pero mejor eso a que lo quite
NEU	Hola @cminana ! ¿Qué tips darías a los freelancers que quieren capacitarse en #SocialMedia? ¿Qué herramienta/curso online recomendarías?
N	Necesito una nueva mejor amiga xq mi mejor amiga está muy ocupada para mi
P	sobre la bocina, pero @Correos  me acaba de entregar el paquete de Amazon que faltaba, así que guay. Lo daba por perdido hasta mañana 
P	wawwwww siempre encuentro la modelo perfecta amo mi pasion de diseñar #javiercarbajaldiseñador #cdmx #atelierjaviercarbajal
P	@DONOMAR eso sin duda alguna .. con esa voz melodiosa a que ser humano no le podría encantar.. #TE_QUIERO_SOLITA_PA_MI
P	@OmegaESP estaría a un paseo en tren de Madrid, y tendría findes largos cada dos semanas... 
N	serías tan dispersa en no darte cuenta q tenías ganas de hacer pipí.. qué bonito tu mundo no regreses a éste, de no ser necesario. calita
N	.@cocoramazzi Ja, ja, muy gracioso. Teniendo en cuenta que tu posteo inicial es el elogio de un artículo lleno de odio y resentimiento.
P	Jamás he sido muy romántica... Pero necesito tus abrazos y besos de práctica
N	Me gustabas para ver películas y series acostados pero preferías a tus amigos
NEU	Ayer inicie con mi proyecto de hacerme mi propia huerta
N	Confirmao tengo el pie roto, he notado como el puto hueso se movía 
NEU	@Oski_1991 Si o sea, el cel no me interesa tanto pero las cosas que tenía ahí eran irremplazables Gracias por escribir.
P	@cmfluisangel ...Misionero ideal, Oh Claret! ...109 beatos nuevos
NEU	@mister__lemon Taxistas, empleados del gobierno, familiares de Martínez y Dourado... @LeoVeigaSanchez
N	Este es el único día del año en el que me muero de ganas por salir a una disco y no tengo con quién
P	Que buena vibra me transmite @Cocofunka
NEU	@Maceji87 sorry x el delay, pero el app arranca cuando quiere...Abrimos de Lunes a Sábado a las 6pm
N	@TrujiYo @reporteropro al menos ya va ir preso, el tuyo sigue feliz de la vida plagiando textos
P	@tigreshooligan ay tan lindo amigo!! Gracias. Espero que jueguen con rencor, porque se hacen imparables cuando están resentidos
P	#postrecito para endulzarme un poquito
N	ese triste momento en el que te das cuenta que se te acabaron las vacaciones y que ya casi es hora de volver a la realidad...
NEU	@mvdsister Para mí son los sábados. Entre semana no estoy por ahí. La bondiola y el carpaccio de salmón, con entrada de jamón ibérico
N	@me_aburris Sí he visto q los motociclistas andan especialmente violentos. Le pegan a los carros, los patean, le gritan a la gente y esto
P	Los mejores abrazos sin dudas
NEU	@hollagher Si lo compraste con tarjeta no tienes que hacer nada, si es en efectivo imagino que cualquier FNAC vale. 
NEU	@NeoDonNadie de sobra, si solo somos 3 dime tu ID y ya te agrego 
N	@gpenavalle De las impotencias más grandes. Entiende uno qué significa la resignación
N	Porque the City? alcohol adulterado y exceso de gente. Es pesimo! He ido 2 veces y las dos me la pase del asco. No quiero ir otra vez
NEU	le mande un mensaje a mi ibf por año nuevo y aun no me contesta jajaj
NEU	Hola doc @AlbertoMunoz alguna recomendación para hospedarme en SFO o LA?? Si tiene un contacto mucho mejor gracias
